state,date,avg_temperature,total_rainfall_mm,temp_anomaly_deg,rainfall_anomaly_pct,heatwave_days,drought_severity,crop_production_1000t,irrigation_coverage_pct,crop_failure_rate_pct,fertilizer_consumption_kg_per_ha,land_under_cultivation_1000ha,gdp_estimate_crores,unemployment_rate_pct,inflation_rate_pct,poverty_rate_pct,per_capita_income_inr,year_month
Meghalaya,2025-05-23,30.4,108.2,2.37,-61.7,0,6,11219.0,53.3,7.7,107.3,4414.0,310293.0,6.52,5.56,12.0,65497.0,2025-05
Meghalaya,2025-05-24,29.4,64.8,1.55,-77.1,0,5,11673.0,50.9,7.2,135.5,4639.0,307862.0,5.92,6.45,9.1,53892.0,2025-05
Meghalaya,2025-05-25,30.2,105.4,-0.91,-62.7,0,7,11173.0,42.0,8.7,114.0,5078.0,311679.0,6.57,4.92,9.5,71027.0,2025-05
Meghalaya,2025-05-26,29.3,90.3,-1.14,-68.1,0,5,12798.0,49.9,5.1,131.5,5708.0,305142.0,6.66,5.6,12.8,71613.0,2025-05
Meghalaya,2025-05-27,30.3,102.4,2.2,-63.8,0,5,10108.0,59.4,7.6,98.8,5134.0,305041.0,6.37,4.52,10.5,46432.0,2025-05
Meghalaya,2025-05-28,27.6,76.7,1.23,-72.9,0,5,11982.0,59.0,5.8,101.6,4279.0,315833.0,6.58,6.13,10.3,46364.0,2025-05
Meghalaya,2025-05-29,25.7,95.8,1.71,-66.1,0,9,9786.0,40.2,8.6,97.1,4870.0,312876.0,5.99,4.63,11.1,65585.0,2025-05
Meghalaya,2025-05-30,28.2,82.5,-1.11,-70.8,0,10,9450.0,41.4,8.1,91.3,4576.0,305668.0,6.06,4.6,10.6,46211.0,2025-05
Meghalaya,2025-05-31,29.8,97.7,-0.68,-65.4,0,9,12898.0,49.9,9.2,91.0,4392.0,308438.0,6.09,6.46,9.3,69440.0,2025-05
Meghalaya,2025-06-01,29.1,1193.4,-1.84,322.0,0,0,4155.0,55.2,4.2,118.9,5220.0,306067.0,6.44,5.03,12.2,63868.0,2025-06
Meghalaya,2025-06-02,28.0,710.7,-0.88,151.3,0,0,3990.0,53.5,4.6,113.8,5272.0,306578.0,6.61,5.38,12.3,46106.0,2025-06
Meghalaya,2025-06-03,26.0,875.3,2.41,209.5,0,0,3705.0,46.8,4.1,122.3,4152.0,307415.0,6.66,4.54,8.5,48493.0,2025-06
Meghalaya,2025-06-04,28.4,1022.8,1.6,261.7,0,0,4548.0,48.6,2.8,112.0,5616.0,306455.0,5.89,4.95,8.1,59423.0,2025-06
Meghalaya,2025-06-05,30.0,858.0,1.35,203.4,0,0,3626.0,44.7,4.0,99.5,4196.0,311717.0,6.28,6.73,11.4,49272.0,2025-06
Meghalaya,2025-06-06,30.4,1223.4,-0.33,332.6,0,0,3407.0,48.4,4.9,85.3,5468.0,315068.0,5.8,5.72,12.2,54621.0,2025-06
Meghalaya,2025-06-07,30.5,802.4,0.15,183.8,0,0,4089.0,56.6,3.2,105.6,4089.0,304021.0,6.36,5.58,9.8,71773.0,2025-06
Meghalaya,2025-06-08,29.0,831.7,-1.61,194.1,0,0,4269.0,51.1,5.4,97.8,4118.0,308068.0,6.26,5.45,10.5,51221.0,2025-06
Meghalaya,2025-06-09,30.2,875.3,1.68,209.5,0,0,3850.0,57.5,4.3,95.3,4962.0,312739.0,6.61,4.63,12.1,56213.0,2025-06
Meghalaya,2025-06-10,26.6,1041.6,-1.51,268.3,0,0,4093.0,40.9,3.7,92.2,4344.0,309959.0,5.82,5.84,10.9,69726.0,2025-06
Meghalaya,2025-06-11,28.7,853.9,-0.05,201.9,0,0,4014.0,42.2,4.8,135.2,5275.0,303535.0,6.28,4.9,13.0,49952.0,2025-06
Meghalaya,2025-06-12,29.5,741.9,1.86,162.3,0,0,4040.0,51.3,4.7,116.3,4875.0,307181.0,6.43,5.26,10.6,54251.0,2025-06
Meghalaya,2025-06-13,27.9,887.4,1.47,213.8,0,0,4422.0,45.2,4.5,118.8,5307.0,309665.0,6.61,4.94,8.2,45480.0,2025-06
Meghalaya,2025-06-14,28.5,1150.5,2.76,306.8,0,0,3333.0,54.1,2.8,114.5,4864.0,315300.0,5.93,6.0,9.8,46058.0,2025-06
Meghalaya,2025-06-15,29.5,720.7,3.53,154.9,0,0,3464.0,48.7,3.1,132.7,4259.0,309797.0,5.88,5.97,12.9,49940.0,2025-06
Meghalaya,2025-06-16,28.3,1196.3,0.44,323.0,0,0,4632.0,56.0,3.4,88.3,5166.0,305373.0,6.73,6.64,9.9,66868.0,2025-06
Meghalaya,2025-06-17,32.8,1285.9,2.24,354.7,0,0,4534.0,51.4,4.3,83.8,5050.0,304114.0,5.98,5.97,9.1,63821.0,2025-06
Meghalaya,2025-06-18,32.0,1032.0,2.25,264.9,0,0,4485.0,58.7,4.8,125.5,4153.0,314045.0,6.39,6.9,8.2,55234.0,2025-06
Meghalaya,2025-06-19,30.3,773.8,2.0,173.6,0,0,3582.0,52.8,3.3,100.8,4408.0,308889.0,6.12,6.02,10.2,64709.0,2025-06
Meghalaya,2025-06-20,31.3,1026.0,3.07,262.8,0,0,3646.0,42.0,5.4,86.7,5942.0,305234.0,6.57,5.93,9.4,51781.0,2025-06
Meghalaya,2025-06-21,29.2,1169.2,-1.76,313.4,0,0,4304.0,50.3,3.4,100.2,4321.0,314207.0,6.2,6.37,12.7,61659.0,2025-06
Meghalaya,2025-06-22,31.3,861.4,1.21,204.6,0,0,3339.0,52.9,3.7,93.6,4204.0,311353.0,6.37,5.23,9.6,67481.0,2025-06
Meghalaya,2025-06-23,30.9,1039.9,2.18,267.7,0,0,3559.0,54.7,3.7,127.5,4330.0,314623.0,6.45,4.97,12.3,63771.0,2025-06
Meghalaya,2025-06-24,28.2,1011.1,-0.04,257.5,0,0,3533.0,50.3,3.4,126.7,4466.0,307316.0,6.09,6.0,10.0,54307.0,2025-06
Meghalaya,2025-06-25,29.2,698.4,-0.31,147.0,0,0,4504.0,52.4,4.5,96.0,5781.0,307444.0,6.32,5.73,9.0,60246.0,2025-06
Meghalaya,2025-06-26,31.4,840.2,-1.97,197.1,0,0,3853.0,51.0,5.3,119.3,4506.0,309046.0,6.29,5.1,10.5,60153.0,2025-06
Meghalaya,2025-06-27,28.2,874.5,-1.06,209.2,0,0,3480.0,41.6,5.0,81.0,4529.0,313097.0,6.64,6.15,12.1,73930.0,2025-06
Meghalaya,2025-06-28,30.4,701.3,1.73,148.0,0,0,4128.0,56.1,4.6,134.6,4378.0,307601.0,6.47,5.04,9.5,52899.0,2025-06
Meghalaya,2025-06-29,28.2,1147.6,-1.14,305.8,0,0,3476.0,42.3,2.9,113.6,5001.0,314913.0,6.27,4.59,9.7,67330.0,2025-06
Meghalaya,2025-06-30,30.5,1279.5,-0.82,352.4,0,0,3448.0,42.7,2.5,113.0,5517.0,307852.0,6.65,5.14,9.7,61151.0,2025-06
Meghalaya,2025-07-01,27.0,1153.6,2.17,307.9,0,0,4637.0,41.8,2.5,84.9,4865.0,303592.0,6.58,4.52,12.1,59151.0,2025-07
Meghalaya,2025-07-02,30.1,1119.3,-0.79,295.8,0,0,4387.0,41.0,4.7,103.4,4924.0,312524.0,6.12,5.33,9.9,65374.0,2025-07
Meghalaya,2025-07-03,29.7,1097.5,3.43,288.1,0,0,3618.0,47.7,2.7,98.3,5697.0,305955.0,6.18,5.69,12.8,56290.0,2025-07
Meghalaya,2025-07-04,28.5,1075.4,-0.18,280.3,0,0,3140.0,50.8,4.8,111.9,5355.0,312936.0,6.09,4.7,9.4,62284.0,2025-07
Meghalaya,2025-07-05,30.3,801.7,3.56,183.5,0,0,3314.0,43.3,2.7,133.8,5122.0,310739.0,6.1,5.17,12.1,47809.0,2025-07
Meghalaya,2025-07-06,29.4,1060.2,-0.37,274.9,0,0,4056.0,55.2,3.6,138.8,5363.0,304130.0,6.06,5.96,8.8,55469.0,2025-07
Meghalaya,2025-07-07,28.5,1218.6,-0.53,330.9,0,0,3389.0,50.1,5.0,117.4,4562.0,307574.0,6.51,5.93,10.1,71423.0,2025-07
Meghalaya,2025-07-08,32.7,882.2,3.2,212.0,0,0,3367.0,43.0,5.1,84.1,5442.0,306314.0,6.53,6.96,10.6,51434.0,2025-07
Meghalaya,2025-07-09,28.7,1095.9,1.01,287.5,0,0,4455.0,57.8,3.3,123.9,4370.0,304339.0,6.69,4.83,8.5,66906.0,2025-07
Meghalaya,2025-07-10,30.8,1160.1,2.72,310.2,0,0,4518.0,50.3,5.0,133.9,4424.0,304679.0,5.89,6.06,10.2,47196.0,2025-07
Meghalaya,2025-07-11,29.7,1109.7,0.43,292.4,0,0,3489.0,58.0,4.0,109.1,5352.0,315666.0,6.4,5.41,12.2,45947.0,2025-07
Meghalaya,2025-07-12,33.1,970.2,3.78,243.1,0,0,3666.0,59.5,2.7,109.2,5434.0,304502.0,6.39,5.09,13.0,71296.0,2025-07
Meghalaya,2025-07-13,28.6,1080.6,-1.46,282.1,0,0,3921.0,44.3,3.4,136.2,4744.0,304661.0,5.87,6.53,11.1,59112.0,2025-07
Meghalaya,2025-07-14,29.4,715.3,-1.73,152.9,0,0,3724.0,56.6,2.7,104.2,5738.0,313844.0,5.81,5.47,10.0,64063.0,2025-07
Meghalaya,2025-07-15,29.4,1067.0,-1.32,277.3,0,0,3896.0,50.0,4.6,130.7,5226.0,304879.0,6.43,6.05,11.2,70664.0,2025-07
Meghalaya,2025-07-16,29.6,1186.8,0.54,319.7,0,0,4217.0,54.7,2.9,94.0,4989.0,313774.0,6.46,5.34,9.9,68608.0,2025-07
Meghalaya,2025-07-17,30.0,854.0,3.49,202.0,0,0,3373.0,55.7,3.8,120.0,5124.0,312944.0,6.49,5.7,11.6,68900.0,2025-07
Meghalaya,2025-07-18,30.1,860.3,2.13,204.2,0,0,4427.0,41.8,3.7,117.5,5469.0,306704.0,6.63,6.28,9.7,51081.0,2025-07
Meghalaya,2025-07-19,28.3,1198.3,3.39,323.7,0,0,3683.0,57.1,2.9,131.0,5984.0,307829.0,6.06,5.34,8.7,74054.0,2025-07
Meghalaya,2025-07-20,30.0,1171.6,0.48,314.3,0,0,4106.0,52.0,3.6,121.8,5939.0,314116.0,5.92,4.64,9.0,67730.0,2025-07
Meghalaya,2025-07-21,27.2,1046.3,3.74,270.0,0,0,3543.0,58.9,3.5,133.4,4897.0,313636.0,6.48,6.26,8.8,73852.0,2025-07
Meghalaya,2025-07-22,27.1,1166.1,2.19,312.3,0,0,4093.0,49.0,4.7,92.7,4612.0,309927.0,5.89,5.64,10.7,55332.0,2025-07
Meghalaya,2025-07-23,29.7,1283.8,0.37,354.0,0,0,4400.0,43.2,3.8,134.2,5412.0,314433.0,6.72,6.94,9.4,65296.0,2025-07
Meghalaya,2025-07-24,30.8,760.7,2.28,169.0,0,0,3825.0,58.1,4.8,124.6,4881.0,312880.0,6.15,5.04,8.3,65935.0,2025-07
Meghalaya,2025-07-25,28.7,848.8,3.96,200.2,0,0,4498.0,50.4,5.1,117.8,5995.0,314832.0,6.7,6.37,8.1,65119.0,2025-07
Meghalaya,2025-07-26,30.8,987.3,0.21,249.1,0,0,4215.0,59.7,4.8,134.4,4807.0,314412.0,5.76,5.61,11.0,72889.0,2025-07
Meghalaya,2025-07-27,29.3,1009.3,-0.86,256.9,0,0,4112.0,42.7,4.3,109.3,5838.0,315312.0,5.86,4.76,10.2,71567.0,2025-07
Meghalaya,2025-07-28,27.2,949.5,2.01,235.8,0,0,3423.0,55.3,4.2,132.3,4057.0,315470.0,6.41,4.87,11.3,69743.0,2025-07
Meghalaya,2025-07-29,28.4,956.5,3.48,238.2,0,0,3924.0,54.5,4.6,102.1,5108.0,309605.0,6.01,5.46,9.0,47315.0,2025-07
Meghalaya,2025-07-30,30.0,694.1,3.47,145.4,0,0,4033.0,47.6,3.6,111.5,5723.0,314784.0,6.66,6.5,8.6,59519.0,2025-07
Meghalaya,2025-07-31,29.6,1228.1,1.83,334.3,0,0,3800.0,56.9,2.7,102.5,4111.0,314257.0,6.28,6.09,8.1,66120.0,2025-07
Meghalaya,2025-08-01,30.5,1084.1,3.52,283.3,0,0,3946.0,40.0,3.5,89.8,5858.0,307489.0,6.05,6.97,10.0,69323.0,2025-08
Meghalaya,2025-08-02,29.5,705.9,3.49,149.6,0,0,4408.0,49.0,4.2,136.2,4818.0,304338.0,6.57,6.89,12.2,57886.0,2025-08
Meghalaya,2025-08-03,27.6,1146.7,2.31,305.5,0,0,4179.0,45.1,3.5,119.4,5099.0,307607.0,6.13,6.12,9.7,68856.0,2025-08
Meghalaya,2025-08-04,28.0,1134.1,1.75,301.0,0,0,4577.0,53.6,3.1,133.0,5995.0,305794.0,5.75,6.11,11.0,64682.0,2025-08
Meghalaya,2025-08-05,25.9,894.0,-0.81,216.1,0,0,4109.0,56.1,3.4,136.0,5734.0,303753.0,5.86,4.52,12.0,47621.0,2025-08
Meghalaya,2025-08-06,29.1,734.3,-1.88,159.6,0,0,3597.0,55.1,4.6,84.5,5125.0,308261.0,6.47,6.55,11.9,69274.0,2025-08
Meghalaya,2025-08-07,27.0,977.1,0.95,245.5,0,0,4132.0,42.3,4.7,127.3,4100.0,315709.0,6.58,5.79,12.5,73440.0,2025-08
Meghalaya,2025-08-08,31.4,739.4,0.69,161.4,0,0,3243.0,46.9,3.9,96.1,4741.0,308344.0,5.94,4.8,12.1,45298.0,2025-08
Meghalaya,2025-08-09,28.0,1212.9,-1.69,328.9,0,0,4594.0,44.3,4.5,108.1,5003.0,311135.0,6.27,4.57,9.0,69280.0,2025-08
Meghalaya,2025-08-10,28.5,1136.7,-0.94,301.9,0,0,4331.0,52.1,5.0,87.4,4778.0,307817.0,6.28,5.44,8.5,46123.0,2025-08
Meghalaya,2025-08-11,27.5,798.1,0.59,182.2,0,0,3689.0,45.1,5.1,105.3,5525.0,309234.0,6.32,6.75,8.5,63456.0,2025-08
Meghalaya,2025-08-12,27.1,1113.9,3.69,293.9,0,0,4462.0,59.9,2.9,134.9,4929.0,304172.0,5.85,4.67,12.6,51480.0,2025-08
Meghalaya,2025-08-13,27.9,726.4,-1.75,156.8,0,0,4022.0,43.5,4.7,112.4,4613.0,313841.0,6.66,5.49,8.6,68596.0,2025-08
Meghalaya,2025-08-14,28.3,1001.4,0.27,254.1,0,0,3345.0,48.1,2.8,106.2,4109.0,303719.0,6.23,5.31,8.3,64173.0,2025-08
Meghalaya,2025-08-15,28.7,1124.0,0.51,297.5,0,0,4298.0,59.5,4.7,123.1,5524.0,306935.0,6.13,5.78,10.4,58407.0,2025-08
Meghalaya,2025-08-16,27.5,1032.0,1.62,264.9,0,0,4178.0,56.6,5.4,84.1,4011.0,305922.0,6.41,5.61,12.9,67110.0,2025-08
Meghalaya,2025-08-17,28.9,1248.8,3.47,341.6,0,0,3641.0,41.5,3.1,104.1,5421.0,305714.0,6.33,5.83,9.1,52785.0,2025-08
Meghalaya,2025-08-18,23.9,885.2,1.63,213.0,0,0,3933.0,45.6,2.6,111.0,5881.0,305445.0,5.94,5.25,8.9,59370.0,2025-08
Meghalaya,2025-08-19,29.1,1248.7,2.08,341.6,0,0,3565.0,46.5,2.8,111.4,4937.0,305102.0,6.47,6.65,9.1,63714.0,2025-08
Meghalaya,2025-08-20,26.7,778.8,0.76,175.4,0,0,3532.0,57.9,5.0,83.9,5817.0,314124.0,6.18,5.71,11.4,73016.0,2025-08
Meghalaya,2025-08-21,29.3,1123.6,-1.04,297.3,0,0,3608.0,43.6,4.2,84.8,5855.0,304899.0,6.54,5.22,8.8,50740.0,2025-08
Meghalaya,2025-08-22,29.0,785.4,-0.67,177.7,0,0,4127.0,45.3,2.8,86.1,4265.0,314149.0,6.21,6.8,12.9,67080.0,2025-08
Meghalaya,2025-08-23,27.1,1199.1,0.9,324.0,0,0,3172.0,41.2,5.0,130.8,5393.0,303715.0,6.17,4.99,12.8,69028.0,2025-08
Meghalaya,2025-08-24,26.0,1233.3,-1.34,336.1,0,0,4519.0,40.7,4.0,105.8,4230.0,314100.0,6.45,4.83,10.1,69731.0,2025-08
Meghalaya,2025-08-25,25.4,1151.0,0.4,307.0,0,0,3806.0,55.1,3.6,139.3,5393.0,310996.0,5.8,5.13,11.3,74005.0,2025-08
Meghalaya,2025-08-26,25.6,1080.9,3.0,282.2,0,0,3519.0,50.3,3.7,98.1,4072.0,312757.0,5.96,6.41,11.3,63354.0,2025-08
Meghalaya,2025-08-27,28.9,890.4,-0.05,214.8,0,0,3246.0,46.6,3.0,105.1,4508.0,305474.0,5.85,6.71,8.4,51898.0,2025-08
Meghalaya,2025-08-28,25.1,1104.8,3.51,290.7,0,0,3809.0,43.9,2.8,133.9,4999.0,308602.0,5.74,6.42,12.1,72729.0,2025-08
Meghalaya,2025-08-29,26.6,1246.4,-0.18,340.7,0,0,4011.0,50.1,5.3,103.0,5313.0,313830.0,5.86,4.92,9.6,65954.0,2025-08
Meghalaya,2025-08-30,26.5,1154.5,0.18,308.2,0,0,3787.0,47.5,3.5,105.5,4921.0,311089.0,6.41,6.59,12.1,55659.0,2025-08
Meghalaya,2025-08-31,28.0,743.8,-0.2,163.0,0,0,3239.0,52.9,4.2,84.8,4440.0,304289.0,6.47,5.02,8.9,59639.0,2025-08
Meghalaya,2025-09-01,25.1,1128.9,0.52,299.2,0,0,4229.0,40.4,3.7,122.3,5709.0,305064.0,5.77,6.35,9.2,48178.0,2025-09
Meghalaya,2025-09-02,27.0,772.7,2.54,173.2,0,0,4623.0,48.9,3.0,113.8,5540.0,306435.0,6.42,5.33,11.6,71807.0,2025-09
Meghalaya,2025-09-03,24.8,999.1,-1.67,253.3,0,0,3957.0,40.8,4.2,96.3,4480.0,305691.0,6.48,4.98,10.3,50969.0,2025-09
Meghalaya,2025-09-04,26.3,1179.2,-0.99,317.0,0,0,4605.0,51.9,5.2,139.0,4536.0,312988.0,6.24,5.94,12.8,52564.0,2025-09
Meghalaya,2025-09-05,25.0,992.7,-1.38,251.0,0,0,4280.0,50.9,3.1,109.8,5574.0,306256.0,6.67,6.41,9.4,73837.0,2025-09
Meghalaya,2025-09-06,25.1,844.1,1.67,198.5,0,0,3299.0,48.6,4.5,93.3,4312.0,315024.0,6.43,6.91,10.2,56660.0,2025-09
Meghalaya,2025-09-07,24.7,1140.3,2.81,303.2,0,0,4441.0,57.8,4.6,86.3,5697.0,305791.0,5.91,4.93,13.0,71843.0,2025-09
Meghalaya,2025-09-08,25.6,873.3,3.51,208.8,0,0,4339.0,57.5,4.1,137.7,5112.0,309463.0,6.42,4.96,10.5,63250.0,2025-09
Meghalaya,2025-09-09,25.9,912.4,-0.26,222.6,0,0,4374.0,51.0,4.1,122.5,5391.0,310696.0,5.78,5.1,12.9,63280.0,2025-09
Meghalaya,2025-09-10,25.7,754.9,-1.56,166.9,0,0,4046.0,40.5,3.7,88.2,4284.0,311425.0,6.7,4.62,10.6,58309.0,2025-09
Meghalaya,2025-09-11,25.3,1001.4,3.05,254.1,0,0,4566.0,43.2,3.7,121.9,4810.0,308254.0,6.53,5.99,8.1,72336.0,2025-09
Meghalaya,2025-09-12,24.9,774.6,-0.38,173.9,0,0,3773.0,43.8,2.8,129.4,4663.0,311144.0,5.83,5.48,11.9,52874.0,2025-09
Meghalaya,2025-09-13,25.8,1227.4,1.14,334.0,0,0,4056.0,49.2,5.3,101.9,4565.0,311910.0,6.28,5.29,12.5,74741.0,2025-09
Meghalaya,2025-09-14,23.6,1115.3,-1.84,294.4,0,0,3380.0,42.4,3.6,102.0,5854.0,314193.0,6.11,5.06,10.9,52610.0,2025-09
Meghalaya,2025-09-15,25.5,866.9,-0.74,206.6,0,0,3551.0,45.2,4.2,117.0,4606.0,312531.0,6.33,4.84,9.3,70294.0,2025-09
Meghalaya,2025-09-16,26.4,982.7,2.35,247.5,0,0,3350.0,49.4,4.1,138.6,5626.0,306020.0,6.71,5.01,9.4,66973.0,2025-09
Meghalaya,2025-09-17,27.0,927.7,-1.51,228.1,0,0,3125.0,44.1,5.1,101.4,4121.0,310797.0,6.3,5.16,12.6,48390.0,2025-09
Meghalaya,2025-09-18,23.5,1177.2,3.5,316.3,0,0,3662.0,56.8,4.4,130.7,5926.0,305375.0,5.75,6.83,9.4,60944.0,2025-09
Meghalaya,2025-09-19,26.6,996.9,-0.23,252.5,0,0,3940.0,46.6,3.9,84.5,4985.0,308335.0,5.98,5.52,11.5,67930.0,2025-09
Meghalaya,2025-09-20,23.9,752.3,3.53,166.0,0,0,3657.0,55.0,2.8,82.9,4495.0,308820.0,6.68,5.44,8.9,53968.0,2025-09
Meghalaya,2025-09-21,21.8,992.5,2.42,250.9,0,0,4227.0,58.0,2.6,120.3,4393.0,306628.0,6.71,6.36,12.2,47241.0,2025-09
Meghalaya,2025-09-22,22.3,703.6,3.95,148.8,0,0,3856.0,49.3,3.7,96.0,5975.0,307876.0,6.45,5.56,8.3,56566.0,2025-09
Meghalaya,2025-09-23,23.8,1202.3,2.36,325.1,0,0,4068.0,57.4,4.6,128.4,5632.0,309640.0,5.82,4.82,10.7,45412.0,2025-09
Meghalaya,2025-09-24,26.7,957.3,0.38,238.5,0,0,3846.0,55.0,4.4,105.7,4004.0,311782.0,6.68,5.14,9.2,69830.0,2025-09
Meghalaya,2025-09-25,24.4,775.7,3.66,174.3,0,0,3965.0,44.4,4.1,136.0,4537.0,304606.0,6.63,5.57,9.9,60109.0,2025-09
Meghalaya,2025-09-26,23.9,799.0,0.54,182.5,0,0,4328.0,40.9,5.5,99.6,5164.0,309609.0,6.45,5.24,9.6,51211.0,2025-09
Meghalaya,2025-09-27,25.3,776.3,-1.55,174.5,0,0,4507.0,43.9,2.7,107.4,5410.0,312924.0,5.96,5.67,11.4,62811.0,2025-09
Meghalaya,2025-09-28,23.5,1051.8,0.2,271.9,0,0,4468.0,47.1,4.6,137.1,4800.0,303899.0,6.41,5.09,8.9,61585.0,2025-09
Meghalaya,2025-09-29,24.8,841.4,3.37,197.5,0,0,4161.0,52.0,5.2,93.1,5616.0,312691.0,6.47,5.36,11.6,59845.0,2025-09
Meghalaya,2025-09-30,22.7,1200.5,3.27,324.5,0,0,3662.0,45.3,4.7,115.5,5770.0,308450.0,5.88,5.28,10.9,71630.0,2025-09
Meghalaya,2025-10-01,24.8,250.2,0.19,-11.5,0,0,11712.0,52.0,4.5,138.0,5597.0,313346.0,5.81,4.66,8.6,60618.0,2025-10
Meghalaya,2025-10-02,24.0,370.3,-1.47,30.9,0,0,12200.0,54.3,5.2,83.9,4301.0,314537.0,6.14,4.95,8.6,53423.0,2025-10
Meghalaya,2025-10-03,24.9,252.8,1.27,-10.6,0,0,15003.0,55.8,4.2,108.7,4075.0,307623.0,6.55,5.83,8.3,50063.0,2025-10
Meghalaya,2025-10-04,22.7,297.5,-1.53,5.2,0,0,15489.0,44.0,3.0,115.6,4959.0,309316.0,6.53,6.25,8.5,60311.0,2025-10
Meghalaya,2025-10-05,25.6,293.8,1.69,3.9,0,0,12534.0,52.4,3.6,136.2,4692.0,306074.0,5.97,6.34,10.5,45618.0,2025-10
Meghalaya,2025-10-06,24.9,367.1,-1.06,29.8,0,0,14794.0,46.6,4.0,115.8,4907.0,314156.0,6.66,5.51,10.2,62950.0,2025-10
Meghalaya,2025-10-07,22.7,343.7,3.79,21.5,0,0,13754.0,42.6,4.7,112.4,5627.0,315440.0,5.97,5.31,12.6,68040.0,2025-10
Meghalaya,2025-10-08,26.3,416.8,1.05,47.4,0,0,15100.0,43.5,4.1,135.5,4414.0,306702.0,6.2,5.82,8.5,58174.0,2025-10
Meghalaya,2025-10-09,22.5,316.7,-1.59,12.0,0,0,13062.0,54.2,2.7,137.9,4660.0,314280.0,5.87,4.75,10.1,64033.0,2025-10
Meghalaya,2025-10-10,24.4,328.7,2.34,16.2,0,0,13475.0,52.8,4.4,102.2,5631.0,309881.0,6.2,5.88,8.5,52183.0,2025-10
Meghalaya,2025-10-11,22.0,341.7,-1.78,20.8,0,0,15079.0,40.1,4.7,96.5,5459.0,311357.0,6.7,4.91,10.2,45331.0,2025-10
Meghalaya,2025-10-12,22.2,350.4,1.9,23.9,0,0,12543.0,57.2,4.0,120.2,5466.0,307461.0,5.8,5.2,9.7,48137.0,2025-10
Meghalaya,2025-10-13,23.7,319.2,-1.21,12.9,0,0,13666.0,52.7,4.9,96.6,5512.0,312636.0,6.49,4.71,11.1,72770.0,2025-10
Meghalaya,2025-10-14,25.3,388.9,3.37,37.5,0,0,12776.0,44.7,4.7,136.3,4271.0,306617.0,5.77,5.77,12.1,65165.0,2025-10
Meghalaya,2025-10-15,21.9,426.0,-0.26,50.6,0,0,15212.0,59.4,5.3,108.9,4885.0,308317.0,6.15,5.01,11.6,55176.0,2025-10
Meghalaya,2025-10-16,23.2,297.8,3.18,5.3,0,0,13640.0,57.5,5.4,98.5,4372.0,311583.0,6.49,6.55,10.9,67153.0,2025-10
Meghalaya,2025-10-17,24.2,292.4,-1.72,3.4,0,0,15418.0,57.3,3.8,81.8,4093.0,309880.0,5.86,5.77,8.7,66887.0,2025-10
Meghalaya,2025-10-18,22.0,431.2,-0.62,52.5,0,0,14061.0,51.8,3.6,95.3,4172.0,304009.0,5.79,6.89,8.2,70385.0,2025-10
Meghalaya,2025-10-19,22.3,246.6,1.27,-12.8,0,0,13635.0,51.5,4.1,95.8,5996.0,309756.0,6.1,5.38,10.7,55749.0,2025-10
Meghalaya,2025-10-20,21.1,307.8,-0.41,8.8,0,0,14074.0,47.7,3.7,138.4,5381.0,314603.0,6.41,6.65,11.0,59436.0,2025-10
Meghalaya,2025-10-21,22.4,360.4,0.24,27.4,0,0,13055.0,52.7,4.9,87.8,5989.0,312523.0,6.16,6.95,10.5,54207.0,2025-10
Meghalaya,2025-10-22,21.7,267.9,2.38,-5.3,0,0,11790.0,43.9,3.5,139.5,5028.0,312057.0,6.19,5.16,10.6,65907.0,2025-10
Meghalaya,2025-10-23,26.4,324.4,0.27,14.7,0,0,12168.0,48.0,2.7,116.4,4548.0,307058.0,6.47,4.52,12.1,66592.0,2025-10
Meghalaya,2025-10-24,22.6,403.0,-1.92,42.5,0,0,13805.0,46.4,5.4,84.6,4272.0,303859.0,6.36,5.37,12.3,49081.0,2025-10
Meghalaya,2025-10-25,21.4,352.2,2.29,24.5,0,0,14445.0,43.8,3.2,93.1,4669.0,307895.0,6.47,6.71,8.5,70752.0,2025-10
Meghalaya,2025-10-26,20.7,278.8,-0.83,-1.4,0,0,12531.0,48.8,4.3,118.3,5881.0,310015.0,6.0,5.72,12.2,70828.0,2025-10
Meghalaya,2025-10-27,21.5,437.2,2.39,54.6,0,0,14868.0,50.8,4.8,136.4,4075.0,308307.0,6.06,6.91,12.6,45663.0,2025-10
Meghalaya,2025-10-28,19.4,287.0,-1.97,1.5,0,0,14659.0,40.6,3.8,82.6,4824.0,307782.0,6.1,4.5,8.2,51549.0,2025-10
Meghalaya,2025-10-29,23.1,413.8,1.57,46.3,0,0,14362.0,46.2,5.2,85.5,5621.0,305893.0,6.57,6.46,9.5,45771.0,2025-10
Meghalaya,2025-10-30,21.2,358.7,-1.0,26.8,0,0,12412.0,50.9,3.9,105.7,4345.0,309943.0,6.67,6.9,11.2,59996.0,2025-10
Meghalaya,2025-10-31,21.6,323.8,3.59,14.5,0,0,14584.0,56.4,3.8,99.8,5160.0,312419.0,6.16,6.36,9.4,46063.0,2025-10
Meghalaya,2025-11-01,22.7,337.3,0.94,19.3,0,0,13600.0,58.8,4.9,102.1,4682.0,303511.0,6.55,5.96,12.7,58579.0,2025-11
Meghalaya,2025-11-02,19.9,372.9,1.03,31.9,0,0,13764.0,56.3,2.8,104.1,5827.0,308592.0,5.96,5.6,10.8,71372.0,2025-11
