state,date,month,avg_temperature,total_rainfall_mm,temp_anomaly_deg,rainfall_anomaly_pct,heatwave_days,drought_severity,crop_production_1000t,irrigation_coverage_pct,crop_failure_rate_pct,fertilizer_consumption_kg_per_ha,land_under_cultivation_1000ha,gdp_estimate_crores,unemployment_rate_pct,inflation_rate_pct,poverty_rate_pct,per_capita_income_inr,year,month_num,quarter,season,climate_stress,agri_stress,econ_stress
Rajasthan,2024-03-31,2024-03,37.9,0.0,5.87,-100.0,0,10,14358.0,35.0,26.6,91.3,5945.0,304402.0,5.44,6.74,9.6,60880431.0,2024,3,1,Summer,10.870000000000001,33.1,12.18
Rajasthan,2024-04-30,2024-04,36.3,0.0,4.31,-100.0,0,10,5894.0,33.7,23.9,132.0,6280.0,305884.0,5.97,7.03,5.1,61176769.0,2024,4,2,Summer,9.309999999999999,30.529999999999998,13.0
Rajasthan,2024-05-30,2024-05,37.2,24.7,5.15,-25.8,0,10,16936.0,33.3,27.1,123.5,6185.0,307373.0,6.07,5.75,10.5,61474550.0,2024,5,2,Summer,6.44,33.77,11.82
Rajasthan,2024-06-29,2024-06,39.4,105.8,7.38,217.4,0,0,17614.0,27.1,6.3,77.5,5403.0,308869.0,5.95,5.93,7.3,61773781.0,2024,6,2,Monsoon,18.25,13.59,11.879999999999999
Rajasthan,2024-07-29,2024-07,32.4,85.9,0.43,157.6,0,0,18515.0,46.2,10.2,112.8,6250.0,310372.0,6.64,5.61,10.2,62074468.0,2024,7,3,Monsoon,8.31,15.579999999999998,12.25
Rajasthan,2024-08-28,2024-08,30.2,19.5,-1.75,-41.5,0,10,11516.0,31.1,23.4,87.6,5916.0,311883.0,5.94,5.11,7.6,62376618.0,2024,8,3,Monsoon,3.825,30.29,11.05
Rajasthan,2024-09-27,2024-09,31.4,0.0,-0.65,-100.0,0,10,16300.0,38.7,19.1,78.5,6120.0,313401.0,6.43,5.29,11.1,62680240.0,2024,9,3,Monsoon,5.65,25.23,11.719999999999999
Rajasthan,2024-10-27,2024-10,24.9,0.0,-7.13,-100.0,0,10,20373.0,22.3,22.2,94.3,6550.0,314927.0,5.64,5.04,6.4,62985339.0,2024,10,4,Post-Monsoon,12.129999999999999,29.97,10.68
Rajasthan,2024-11-26,2024-11,25.7,28.5,-6.3,-14.6,0,0,20040.0,37.5,1.3,90.7,5947.0,316460.0,6.29,5.44,5.3,63291923.0,2024,11,4,Post-Monsoon,7.029999999999999,7.55,11.73
Sikkim,2024-01-01,2024-01,9.5,202.4,-5.51,102.4,0,0,18346.0,56.3,0.5,109.4,5543.0,300000.0,5.42,5.72,8.4,60000000.0,2024,1,1,Winter,10.629999999999999,4.87,11.14
Sikkim,2024-01-31,2024-01,12.6,205.1,-2.4,105.1,0,0,12235.0,53.0,5.9,105.4,4828.0,301460.0,5.4,6.42,9.5,60292053.0,2024,1,1,Winter,7.654999999999999,10.600000000000001,11.82
Sikkim,2024-03-01,2024-03,15.5,98.5,0.54,-1.5,0,0,13492.0,56.9,3.9,99.4,5563.0,302928.0,5.9,6.44,11.1,60585528.0,2024,3,1,Summer,0.615,8.21,12.34
Sikkim,2024-03-31,2024-03,17.0,0.0,2.02,-100.0,0,10,11877.0,61.3,0.0,81.9,4673.0,304402.0,6.83,6.65,7.8,60880431.0,2024,3,1,Summer,7.02,3.87,13.48
Sikkim,2024-04-30,2024-04,18.2,0.0,3.18,-100.0,0,10,4404.0,44.3,29.1,162.8,5528.0,305884.0,6.25,6.56,8.7,61176769.0,2024,4,2,Summer,8.18,34.67,12.809999999999999
Sikkim,2024-05-30,2024-05,21.0,70.7,6.0,-29.3,0,10,15670.0,56.4,24.8,110.4,5323.0,307373.0,6.37,5.73,11.6,61474550.0,2024,5,2,Summer,7.465,29.16,12.100000000000001
Sikkim,2024-06-29,2024-06,19.5,334.8,4.53,234.8,0,0,16667.0,54.0,5.3,97.0,4903.0,308869.0,6.04,5.68,8.8,61773781.0,2024,6,2,Monsoon,16.27,9.899999999999999,11.719999999999999
Sikkim,2024-07-29,2024-07,14.2,317.7,-0.84,217.7,0,0,18401.0,40.3,6.8,113.1,5097.0,310372.0,5.98,4.78,12.0,62074468.0,2024,7,3,Monsoon,11.725,12.77,10.760000000000002
Sikkim,2024-08-28,2024-08,13.7,117.1,-1.33,17.1,0,0,14944.0,60.6,3.8,119.0,4614.0,311883.0,6.02,5.07,10.9,62376618.0,2024,8,3,Monsoon,2.185,7.74,11.09
Sikkim,2024-09-27,2024-09,11.0,0.0,-4.03,-100.0,0,10,16221.0,48.1,22.1,87.5,5431.0,313401.0,5.49,4.94,8.5,62680240.0,2024,9,3,Monsoon,9.030000000000001,27.29,10.43
Sikkim,2024-10-27,2024-10,7.4,0.0,-7.59,-100.0,0,10,14288.0,58.6,26.5,110.3,4679.0,314927.0,6.42,4.3,8.8,62985339.0,2024,10,4,Post-Monsoon,12.59,30.64,10.719999999999999
Sikkim,2024-11-26,2024-11,10.5,72.9,-4.48,-27.1,0,10,13037.0,58.8,27.4,123.8,5354.0,316460.0,5.7,5.43,9.9,63291923.0,2024,11,4,Post-Monsoon,5.835000000000001,31.52,11.129999999999999
Tamil Nadu,2024-01-01,2024-01,24.9,285.5,-3.05,37.0,0,0,12843.0,54.9,8.2,82.4,4918.0,500000.0,4.15,4.99,6.5,100000000.0,2024,1,1,Winter,4.9,12.709999999999999,9.14
Tamil Nadu,2024-01-31,2024-01,25.4,362.4,-2.63,73.9,0,0,10212.0,54.3,3.0,84.2,4846.0,502434.0,4.05,5.95,6.0,100486755.0,2024,1,1,Winter,6.325,7.57,10.0
Tamil Nadu,2024-03-01,2024-03,26.7,211.3,-1.3,1.4,0,0,7455.0,55.0,5.6,83.7,5330.0,504879.0,3.05,5.95,4.7,100975879.0,2024,3,1,Summer,1.37,10.1,9.0
Tamil Nadu,2024-03-31,2024-03,28.8,0.0,0.78,-100.0,0,10,14250.0,51.2,0.2,84.6,4530.0,507337.0,3.68,5.83,7.0,101467385.0,2024,3,1,Summer,5.78,5.08,9.51
Tamil Nadu,2024-04-30,2024-04,34.3,0.0,6.34,-100.0,0,10,5829.0,53.7,24.4,59.9,5318.0,509806.0,5.16,6.16,5.5,101961282.0,2024,4,2,Summer,11.34,29.029999999999998,11.32
Tamil Nadu,2024-05-30,2024-05,34.7,137.7,6.67,-33.9,0,10,11282.0,56.4,25.2,127.2,4346.0,512288.0,4.73,5.56,5.4,102457584.0,2024,5,2,Summer,8.365,29.56,10.29
Tamil Nadu,2024-06-29,2024-06,33.4,815.3,5.39,291.4,0,0,5941.0,64.0,5.6,124.8,5105.0,514782.0,3.92,4.67,6.0,102956301.0,2024,6,2,Monsoon,19.959999999999997,9.2,8.59
Tamil Nadu,2024-07-29,2024-07,25.6,433.1,-2.44,107.9,0,0,13525.0,50.1,7.4,109.5,5253.0,517287.0,4.58,4.67,5.9,103457446.0,2024,7,3,Monsoon,7.835000000000001,12.39,9.25
Tamil Nadu,2024-08-28,2024-08,29.2,195.6,1.15,-6.1,0,0,18181.0,57.0,13.3,89.8,4987.0,519805.0,4.03,4.52,4.1,103961031.0,2024,8,3,Monsoon,1.4549999999999998,17.6,8.55
Tamil Nadu,2024-09-27,2024-09,26.2,0.0,-1.76,-100.0,0,10,9693.0,53.0,22.9,89.5,5076.0,522335.0,4.89,3.9,5.2,104467066.0,2024,9,3,Monsoon,6.76,27.599999999999998,8.79
Tamil Nadu,2024-10-27,2024-10,23.8,0.0,-4.16,-100.0,0,10,10026.0,55.0,28.4,99.8,4836.0,524878.0,3.77,4.18,8.7,104975565.0,2024,10,4,Post-Monsoon,9.16,32.9,7.949999999999999
Tamil Nadu,2024-11-26,2024-11,25.3,224.2,-2.66,7.6,0,0,12372.0,50.7,7.5,86.8,4848.0,527433.0,4.76,4.99,7.8,105486539.0,2024,11,4,Post-Monsoon,3.04,12.43,9.75
Telangana,2024-01-01,2024-01,23.3,219.5,-3.65,139.4,0,0,8770.0,52.6,2.5,117.5,5131.0,300000.0,5.45,5.7,7.4,60000000.0,2024,1,1,Winter,10.620000000000001,7.24,11.15
Telangana,2024-01-31,2024-01,23.5,217.9,-3.48,137.8,0,0,12465.0,54.3,7.6,107.8,4948.0,301460.0,6.67,5.94,10.8,60292053.0,2024,1,1,Winter,10.370000000000001,12.17,12.61
Telangana,2024-03-01,2024-03,27.8,80.1,0.79,-12.6,0,0,12637.0,42.8,3.3,97.3,5711.0,302928.0,6.45,7.21,8.2,60585528.0,2024,3,1,Summer,1.42,9.02,13.66
Telangana,2024-03-31,2024-03,30.1,0.0,3.08,-100.0,0,10,14223.0,61.2,7.9,101.8,5099.0,304402.0,6.36,7.48,7.8,60880431.0,2024,3,1,Summer,8.08,11.780000000000001,13.84
Telangana,2024-04-30,2024-04,33.1,0.0,6.07,-100.0,0,10,4382.0,58.1,24.1,124.1,4930.0,305884.0,5.23,6.1,10.4,61176769.0,2024,4,2,Summer,11.07,28.29,11.33
Telangana,2024-05-30,2024-05,34.4,80.4,7.4,-12.2,0,0,13649.0,58.0,5.0,71.1,3852.0,307373.0,5.06,6.19,9.9,61474550.0,2024,5,2,Summer,8.01,9.2,11.25
Telangana,2024-06-29,2024-06,27.3,174.7,0.25,90.6,0,0,13348.0,52.5,1.3,97.0,4773.0,308869.0,6.09,5.93,9.4,61773781.0,2024,6,2,Monsoon,4.779999999999999,6.05,12.02
Telangana,2024-07-29,2024-07,25.8,224.0,-1.24,144.4,0,0,19357.0,56.5,6.0,112.4,4431.0,310372.0,6.64,5.01,7.6,62074468.0,2024,7,3,Monsoon,8.46,10.35,11.649999999999999
Telangana,2024-08-28,2024-08,27.0,137.8,0.04,50.3,0,0,18117.0,58.4,4.8,78.6,4223.0,311883.0,5.61,5.18,10.8,62376618.0,2024,8,3,Monsoon,2.5549999999999997,8.96,10.79
Telangana,2024-09-27,2024-09,25.2,0.0,-1.85,-100.0,0,10,17454.0,50.5,26.1,82.6,5563.0,313401.0,6.23,5.16,6.6,62680240.0,2024,9,3,Monsoon,6.85,31.05,11.39
Telangana,2024-10-27,2024-10,24.3,0.0,-2.67,-100.0,0,10,9145.0,50.5,29.9,112.8,4836.0,314927.0,6.83,5.39,10.5,62985339.0,2024,10,4,Post-Monsoon,7.67,34.85,12.219999999999999
Telangana,2024-11-26,2024-11,22.5,112.9,-4.53,23.1,0,0,13448.0,54.2,3.4,100.8,4499.0,316460.0,6.89,4.8,8.0,63291923.0,2024,11,4,Post-Monsoon,5.6850000000000005,7.98,11.69
Tripura,2024-01-01,2024-01,16.7,856.2,-7.29,266.9,0,0,13778.0,53.9,3.5,80.1,3719.0,300000.0,5.63,6.02,6.9,60000000.0,2024,1,1,Winter,20.634999999999998,8.11,11.649999999999999
Tripura,2024-01-31,2024-01,22.2,558.1,-1.82,139.2,0,0,11542.0,58.9,12.2,99.6,4869.0,301460.0,6.38,6.71,10.4,60292053.0,2024,1,1,Winter,8.78,16.31,13.09
Tripura,2024-03-01,2024-03,25.3,392.3,1.27,68.1,0,0,12054.0,49.1,6.6,122.3,5358.0,302928.0,6.14,6.37,7.3,60585528.0,2024,3,1,Summer,4.675,11.69,12.51
Tripura,2024-03-31,2024-03,26.9,0.0,2.86,-100.0,0,10,13724.0,55.1,6.3,113.5,5296.0,304402.0,6.62,7.03,8.9,60880431.0,2024,3,1,Summer,7.859999999999999,10.79,13.65
Tripura,2024-04-30,2024-04,27.4,0.0,3.41,-100.0,0,10,4646.0,55.5,23.3,131.0,4380.0,305884.0,5.79,6.06,6.9,61176769.0,2024,4,2,Summer,8.41,27.75,11.85
Tripura,2024-05-30,2024-05,30.7,173.4,6.66,-25.7,0,10,10597.0,55.3,25.5,103.5,5122.0,307373.0,6.96,5.92,9.4,61474550.0,2024,5,2,Summer,7.945,29.97,12.879999999999999
Tripura,2024-06-29,2024-06,28.5,546.1,4.47,134.1,0,0,14330.0,47.0,9.5,83.4,4948.0,308869.0,6.5,5.42,9.4,61773781.0,2024,6,2,Monsoon,11.175,14.8,11.92
Tripura,2024-07-29,2024-07,27.5,701.3,3.46,200.6,0,0,10070.0,63.3,4.5,100.4,5115.0,310372.0,6.47,5.3,14.7,62074468.0,2024,7,3,Monsoon,13.489999999999998,8.17,11.77
Tripura,2024-08-28,2024-08,26.1,197.6,2.08,-15.3,0,0,11220.0,53.1,3.2,93.6,5641.0,311883.0,5.17,5.25,8.7,62376618.0,2024,8,3,Monsoon,2.845,7.89,10.42
Tripura,2024-09-27,2024-09,21.0,0.0,-3.04,-100.0,0,10,16673.0,56.2,21.7,110.0,5570.0,313401.0,6.39,4.93,7.5,62680240.0,2024,9,3,Monsoon,8.04,26.08,11.32
Tripura,2024-10-27,2024-10,18.8,0.0,-5.22,-100.0,0,10,15793.0,50.9,22.0,74.8,4883.0,314927.0,6.11,4.38,10.2,62985339.0,2024,10,4,Post-Monsoon,10.219999999999999,26.91,10.49
Tripura,2024-11-26,2024-11,20.5,168.8,-3.49,-27.7,0,10,13119.0,54.6,28.0,93.6,5076.0,316460.0,6.15,5.49,11.1,63291923.0,2024,11,4,Post-Monsoon,4.875,32.54,11.64
Uttar Pradesh,2024-01-01,2024-01,24.4,352.3,-2.59,284.3,0,0,24989.0,77.0,11.3,103.7,13512.0,200000.0,8.68,6.54,11.0,40000000.0,2024,1,1,Winter,16.805,13.600000000000001,15.219999999999999
Uttar Pradesh,2024-01-31,2024-01,25.3,391.4,-1.67,327.0,0,0,30041.0,83.2,4.4,96.4,13186.0,200974.0,8.14,7.36,15.6,40194702.0,2024,1,1,Winter,18.020000000000003,6.08,15.5
Uttar Pradesh,2024-03-01,2024-03,25.5,57.4,-1.55,-37.3,0,10,16729.0,77.9,29.6,94.7,12285.0,201952.0,8.38,7.38,10.9,40390352.0,2024,3,1,Summer,3.415,31.810000000000002,15.760000000000002
Uttar Pradesh,2024-03-31,2024-03,25.9,0.0,-1.06,-100.0,0,10,33531.0,87.3,20.2,140.5,11818.0,202935.0,9.09,7.7,16.6,40586954.0,2024,3,1,Summer,6.0600000000000005,21.47,16.79
Uttar Pradesh,2024-04-30,2024-04,32.6,0.0,5.64,-100.0,0,10,12974.0,87.1,23.0,100.4,12179.0,203923.0,8.06,7.25,13.2,40784513.0,2024,4,2,Summer,10.64,24.29,15.31
Uttar Pradesh,2024-05-30,2024-05,32.6,60.7,5.56,-33.8,0,10,41159.0,84.0,30.4,114.4,11853.0,204915.0,8.82,6.94,11.0,40983034.0,2024,5,2,Summer,7.25,32.0,15.760000000000002
Uttar Pradesh,2024-06-29,2024-06,36.2,260.1,9.22,183.8,0,0,30327.0,92.4,6.4,107.1,12343.0,205913.0,8.94,6.72,10.9,41182521.0,2024,6,2,Monsoon,18.410000000000004,7.16,15.66
Uttar Pradesh,2024-07-29,2024-07,29.7,305.0,2.72,232.7,0,0,37495.0,88.0,1.2,117.6,12274.0,206915.0,9.18,6.35,13.0,41382979.0,2024,7,3,Monsoon,14.355,2.4,15.53
Uttar Pradesh,2024-08-28,2024-08,28.0,97.8,0.96,6.7,0,0,33975.0,82.8,5.8,98.7,13550.0,207922.0,8.54,5.8,11.0,41584412.0,2024,8,3,Monsoon,1.295,7.52,14.34
Uttar Pradesh,2024-09-27,2024-09,22.9,0.0,-4.08,-100.0,0,10,35647.0,81.8,23.9,114.9,12409.0,208934.0,8.52,4.85,14.5,41786827.0,2024,9,3,Monsoon,9.08,25.72,13.37
Uttar Pradesh,2024-10-27,2024-10,26.4,0.0,-0.57,-100.0,0,10,26104.0,92.1,29.0,88.0,11567.0,209951.0,7.72,6.09,12.1,41990226.0,2024,10,4,Post-Monsoon,5.57,29.79,13.809999999999999
Uttar Pradesh,2024-11-26,2024-11,25.2,77.6,-1.81,-15.3,0,0,36045.0,89.0,2.9,60.6,12946.0,210973.0,8.39,5.81,12.2,42194616.0,2024,11,4,Post-Monsoon,2.575,4.0,14.2
Uttarakhand,2024-01-01,2024-01,8.7,262.9,-6.31,162.9,0,0,9093.0,55.1,7.2,80.9,4796.0,300000.0,6.71,5.05,11.6,60000000.0,2024,1,1,Winter,14.454999999999998,11.690000000000001,11.76
Uttarakhand,2024-01-31,2024-01,12.6,362.9,-2.39,262.9,0,0,13647.0,57.9,5.3,139.5,4218.0,301460.0,6.17,5.94,6.8,60292053.0,2024,1,1,Winter,15.535,9.51,12.11
Uttarakhand,2024-03-01,2024-03,11.6,145.9,-3.38,45.9,0,0,15881.0,50.5,5.3,73.4,4905.0,302928.0,6.84,6.38,6.7,60585528.0,2024,3,1,Summer,5.675,10.25,13.219999999999999
Uttarakhand,2024-03-31,2024-03,17.2,0.0,2.18,-100.0,0,10,14212.0,62.6,4.6,71.0,4994.0,304402.0,6.57,6.9,7.1,60880431.0,2024,3,1,Summer,7.18,8.34,13.47
Uttarakhand,2024-04-30,2024-04,17.3,0.0,2.31,-100.0,0,10,3748.0,59.4,26.1,91.6,3698.0,305884.0,6.11,6.36,11.2,61176769.0,2024,4,2,Summer,7.3100000000000005,30.160000000000004,12.47
Uttarakhand,2024-05-30,2024-05,21.6,102.2,6.65,2.2,0,0,15597.0,57.0,6.3,124.7,4464.0,307373.0,6.53,6.46,9.7,61474550.0,2024,5,2,Summer,6.760000000000001,10.6,12.99
Uttarakhand,2024-06-29,2024-06,16.8,167.1,1.75,67.1,0,0,17041.0,46.1,8.6,106.4,4748.0,308869.0,6.88,5.8,6.6,61773781.0,2024,6,2,Monsoon,5.1049999999999995,13.989999999999998,12.68
Uttarakhand,2024-07-29,2024-07,16.8,410.0,1.83,310.0,0,0,14755.0,52.6,6.0,86.5,5017.0,310372.0,6.22,5.93,7.0,62074468.0,2024,7,3,Monsoon,17.33,10.74,12.149999999999999
Uttarakhand,2024-08-28,2024-08,14.5,54.9,-0.52,-45.1,0,10,11738.0,58.4,21.7,77.0,5333.0,311883.0,5.82,5.06,8.9,62376618.0,2024,8,3,Monsoon,2.775,25.86,10.879999999999999
Uttarakhand,2024-09-27,2024-09,12.0,0.0,-2.99,-100.0,0,10,16388.0,51.6,19.8,123.9,4509.0,313401.0,5.51,5.14,13.6,62680240.0,2024,9,3,Monsoon,7.99,24.64,10.649999999999999
Uttarakhand,2024-10-27,2024-10,5.3,0.0,-9.72,-100.0,0,10,10885.0,58.9,26.4,95.0,4701.0,314927.0,6.1,4.66,5.9,62985339.0,2024,10,4,Post-Monsoon,14.72,30.509999999999998,10.76
Uttarakhand,2024-11-26,2024-11,9.5,120.9,-5.46,20.9,0,0,15414.0,59.9,10.2,101.7,4596.0,316460.0,6.13,5.63,10.0,63291923.0,2024,11,4,Post-Monsoon,6.505,14.209999999999999,11.76
West Bengal,2024-01-01,2024-01,26.4,335.1,-0.63,265.5,0,0,10007.0,57.1,6.6,128.0,5325.0,300000.0,6.0,5.62,6.8,60000000.0,2024,1,1,Winter,13.905000000000001,10.89,11.620000000000001
West Bengal,2024-01-31,2024-01,24.0,167.3,-3.04,82.5,0,0,8393.0,50.0,8.2,92.3,5125.0,301460.0,6.42,6.57,5.9,60292053.0,2024,1,1,Winter,7.165,13.2,12.99
West Bengal,2024-03-01,2024-03,32.1,93.3,5.15,1.8,0,0,16790.0,58.0,14.3,96.3,5267.0,302928.0,6.79,6.84,11.8,60585528.0,2024,3,1,Summer,5.24,18.5,13.629999999999999
West Bengal,2024-03-31,2024-03,29.5,0.0,2.53,-100.0,0,10,14130.0,64.0,4.0,104.6,5249.0,304402.0,5.33,6.39,8.7,60880431.0,2024,3,1,Summer,7.529999999999999,7.6,11.719999999999999
West Bengal,2024-04-30,2024-04,31.7,0.0,4.73,-100.0,0,10,5666.0,59.2,26.3,87.7,4721.0,305884.0,6.25,7.2,10.4,61176769.0,2024,4,2,Summer,9.73,30.380000000000003,13.45
West Bengal,2024-05-30,2024-05,30.9,76.6,3.85,-16.4,0,0,11700.0,58.9,6.3,109.2,5837.0,307373.0,5.88,5.99,11.5,61474550.0,2024,5,2,Summer,4.67,10.41,11.870000000000001
West Bengal,2024-06-29,2024-06,31.3,209.6,4.26,128.7,0,0,14983.0,49.5,7.0,92.3,5348.0,308869.0,5.52,6.29,8.4,61773781.0,2024,6,2,Monsoon,10.695,12.05,11.809999999999999
West Bengal,2024-07-29,2024-07,28.1,258.4,1.07,181.9,0,0,17547.0,54.6,4.1,69.6,4821.0,310372.0,6.8,5.5,8.7,62074468.0,2024,7,3,Monsoon,10.165000000000001,8.64,12.3
West Bengal,2024-08-28,2024-08,26.5,133.0,-0.51,45.1,0,0,17671.0,57.5,6.7,101.0,5004.0,311883.0,5.74,4.83,9.9,62376618.0,2024,8,3,Monsoon,2.7649999999999997,10.95,10.57
West Bengal,2024-09-27,2024-09,19.2,0.0,-7.8,-100.0,0,10,13019.0,57.1,27.1,109.8,4737.0,313401.0,6.04,4.62,8.7,62680240.0,2024,9,3,Monsoon,12.8,31.39,10.66
West Bengal,2024-10-27,2024-10,25.2,0.0,-1.84,-100.0,0,10,6832.0,52.6,28.3,82.7,5347.0,314927.0,6.04,4.3,9.9,62985339.0,2024,10,4,Post-Monsoon,6.84,33.04,10.34
West Bengal,2024-11-26,2024-11,21.3,81.5,-5.69,-11.1,0,0,11059.0,58.1,8.2,113.7,4317.0,316460.0,5.51,4.95,5.6,63291923.0,2024,11,4,Post-Monsoon,6.245,12.389999999999999,10.46
